SA1_7DIGITCODE_2016,State,div_nm,Formal_votes,ALP_TPP,ALP_TPP_pc,ALP_TPP_swing,LNP_TPP,LNP_TPP_pc,LNP_TPP_swing
1105630,NSW,Dobell,488.2,253,51.82,-2.73,235.2,48.18,2.73
1105631,NSW,Dobell,320.8,169.3,52.79,-2.39,151.4,47.21,2.39
1105632,NSW,Dobell,590.5,308.5,52.25,-2.8,282,47.75,2.8
1105633,NSW,Dobell,368.8,196.1,53.18,-2.58,172.7,46.82,2.58
1105701,NSW,Dobell,430,237.3,55.18,-4.31,192.7,44.82,4.31
1105702,NSW,Dobell,309.2,170.9,55.27,-4.37,138.3,44.73,4.37
1105703,NSW,Dobell,318.1,173.2,54.45,-4.5,144.9,45.55,4.5
1105704,NSW,Dobell,285,157.6,55.3,-4.37,127.4,44.7,4.37
1105705,NSW,Dobell,16.12,8.24,51.1,-4.11,7.88,48.9,4.11
1105706,NSW,Dobell,228.7,115.4,50.48,-5.22,113.2,49.52,5.22
1105707,NSW,Dobell,428.3,218.9,51.11,-5.14,209.4,48.89,5.14
1105708,NSW,Dobell,203.3,109.7,53.95,-4.72,93.6,46.05,4.72
1105709,NSW,Dobell,262.5,140.4,53.48,-3.75,122.1,46.52,3.75
1105710,NSW,Dobell,403.9,217.9,53.95,-4.47,186,46.05,4.47
1105711,NSW,Dobell,249.5,129.3,51.81,-2.53,120.3,48.19,2.53
1105712,NSW,Dobell,205.8,112.9,54.86,-4.28,92.88,45.14,4.28
1105713,NSW,Dobell,141.3,74.74,52.9,-2.32,66.53,47.1,2.32
1105714,NSW,Dobell,201.9,106,52.49,-3.64,95.91,47.51,3.64
1105715,NSW,Dobell,196.9,109.7,55.72,-4.5,87.19,44.28,4.5
1105716,NSW,Dobell,317.2,173.9,54.82,-4.93,143.3,45.18,4.93
1105717,NSW,Dobell,314.8,175.7,55.81,-4.35,139.1,44.19,4.35
1105718,NSW,Dobell,475.4,245.9,51.71,-2.84,229.6,48.29,2.84
1105719,NSW,Dobell,289.4,151.6,52.37,-2.48,137.8,47.63,2.48
1105720,NSW,Dobell,164.2,84.97,51.76,-3.46,79.2,48.24,3.46
2137001,VIC,Dunkley,190.8,106.3,55.68,-2.41,84.57,44.32,2.41
2137002,VIC,Dunkley,188.6,107.7,57.1,-2.65,80.92,42.9,2.65
2137003,VIC,Dunkley,299.9,169.2,56.42,-2.89,130.7,43.58,2.89
2137004,VIC,Dunkley,268,149.2,55.68,-3.2,118.8,44.32,3.2
2137006,VIC,Dunkley,377.2,212.9,56.44,-2.09,164.3,43.56,2.09
2137008,VIC,Dunkley,548,306.9,56,-2.38,241.1,44,2.38
2137009,VIC,Dunkley,304,169.8,55.86,-2.03,134.2,44.14,2.03
2137010,VIC,Dunkley,318.5,179.2,56.26,-2.1,139.3,43.74,2.1
2137011,VIC,Dunkley,378.3,210.4,55.62,-2.86,167.9,44.38,2.86
2137012,VIC,Dunkley,313,175.3,55.99,-2.65,137.8,44.01,2.65
2137014,VIC,Dunkley,334,190.4,57.01,-3.14,143.6,42.99,3.14
2137015,VIC,Dunkley,171.6,99.59,58.02,-2.49,72.05,41.98,2.49
2137016,VIC,Dunkley,240.6,136.8,56.85,-2.52,103.8,43.15,2.52
2137017,VIC,Dunkley,248.4,143.9,57.92,-2.91,104.5,42.08,2.91
2137018,VIC,Dunkley,209.9,117.5,55.96,-3.39,92.45,44.04,3.39
2137019,VIC,Dunkley,411,231.5,56.34,-2.5,179.4,43.66,2.5
2137020,VIC,Dunkley,243.6,135.7,55.7,-3.35,107.9,44.3,3.35
2137021,VIC,Dunkley,178.4,100.4,56.25,-3.4,78.07,43.75,3.4
2137022,VIC,Dunkley,222.3,126.3,56.81,-2.83,96,43.19,2.83
2137025,VIC,Dunkley,0.97,0.46,47.45,,0.51,52.55,
2137026,VIC,Dunkley,2.82,1.55,55.04,-2.74,1.27,44.96,2.74
2137027,VIC,Dunkley,6.58,3.56,54.11,-3.66,3.02,45.89,3.66
2137028,VIC,Dunkley,9.32,5.56,59.6,-2.53,3.77,40.4,2.53
2137030,VIC,Dunkley,172.3,95.67,55.54,-3.78,76.59,44.46,3.78
2137031,VIC,Dunkley,347.8,197.3,56.73,-3.06,150.5,43.27,3.06
2137033,VIC,Dunkley,488.1,276.1,56.56,-2.83,212.1,43.44,2.83
2137034,VIC,Dunkley,201.8,114,56.51,-3.15,87.75,43.49,3.15
2137035,VIC,Dunkley,217.7,124.9,57.36,-2.69,92.83,42.64,2.69
2137036,VIC,Dunkley,224.3,128.5,57.29,-2.51,95.81,42.71,2.51
2137037,VIC,Dunkley,253.3,142.2,56.12,-3.11,111.2,43.88,3.11
2137038,VIC,Dunkley,126.1,69.92,55.42,-2.82,56.23,44.58,2.82
2137039,VIC,Dunkley,123.4,68.97,55.9,-2.37,54.42,44.1,2.37
2137040,VIC,Dunkley,276.4,155,56.06,-2.79,121.5,43.94,2.79
2137041,VIC,Dunkley,266,148.5,55.81,-3.48,117.6,44.19,3.48
2137042,VIC,Dunkley,319.4,180.4,56.5,-3.41,138.9,43.5,3.41
2137043,VIC,Dunkley,207.8,116.7,56.14,-3.23,91.14,43.86,3.23
2137044,VIC,Dunkley,296.7,172.5,58.15,-0.91,124.2,41.85,0.91
2137045,VIC,Dunkley,218.2,121.7,55.8,-3.03,96.44,44.2,3.03
2137046,VIC,Dunkley,201.2,110.8,55.07,-2.72,90.39,44.93,2.72
2137047,VIC,Dunkley,354.4,198,55.87,-2.78,156.4,44.13,2.78
2137048,VIC,Dunkley,234.1,129.6,55.34,-1.99,104.5,44.66,1.99
2137049,VIC,Dunkley,200.4,108.6,54.19,-3.77,91.8,45.81,3.77
2137050,VIC,Dunkley,2.82,1.57,55.71,-2.23,1.25,44.29,2.23
2137051,VIC,Dunkley,275.8,158.5,57.47,-1.28,117.3,42.53,1.28
2137052,VIC,Dunkley,513.9,285.8,55.62,-1.99,228,44.38,1.99
2137053,VIC,Dunkley,265.7,149.4,56.2,-1.59,116.4,43.8,1.59
2137054,VIC,Dunkley,315.2,181.1,57.45,-1.22,134.1,42.55,1.22
2137055,VIC,Dunkley,289.8,164.1,56.61,-1.9,125.8,43.39,1.9
2137056,VIC,Dunkley,325.2,182.1,56,-2.81,143.1,44,2.81
2137057,VIC,Dunkley,190.4,108.9,57.18,-2.31,81.51,42.82,2.31
2137101,VIC,Dunkley,315.6,175.9,55.76,4.65,139.6,44.24,-4.65
2137102,VIC,Dunkley,228.6,128.9,56.39,3.11,99.7,43.61,-3.11
2137103,VIC,Dunkley,254.9,135.1,52.98,1.8,119.9,47.02,-1.8
2137104,VIC,Dunkley,164.5,88.91,54.04,1.9,75.61,45.96,-1.9
2137105,VIC,Dunkley,262.3,140.7,53.63,1.64,121.6,46.37,-1.64
2137106,VIC,Dunkley,204,106,51.96,1.52,97.99,48.04,-1.52
2137107,VIC,Dunkley,400.6,222.8,55.63,2.63,177.8,44.37,-2.63
2137108,VIC,Dunkley,235.1,131.5,55.92,3.15,103.6,44.08,-3.15
2137109,VIC,Dunkley,197.7,108.9,55.08,2.97,88.81,44.92,-2.97
2137110,VIC,Dunkley,323.8,179.3,55.38,2.69,144.5,44.62,-2.69
2137111,VIC,Dunkley,248.2,136.5,55,1.38,111.7,45,-1.38
2137112,VIC,Dunkley,213.5,119.5,55.98,1.67,94.01,44.02,-1.67
2137113,VIC,Dunkley,194.2,107.4,55.31,0.61,86.78,44.69,-0.61
2137114,VIC,Dunkley,240.6,131.4,54.61,2.49,109.2,45.39,-2.49
2137115,VIC,Dunkley,289.2,156.1,53.97,2.05,133.1,46.03,-2.05
2137116,VIC,Dunkley,242.4,131.1,54.1,2.15,111.2,45.9,-2.15
2137117,VIC,Dunkley,302.9,164.2,54.22,3.37,138.6,45.78,-3.37
2137118,VIC,Dunkley,279.8,149.7,53.5,1.53,130.1,46.5,-1.53
2137119,VIC,Dunkley,280.1,157.6,56.27,0.91,122.5,43.73,-0.91
2137120,VIC,Dunkley,185.3,99.03,53.43,2.31,86.3,46.57,-2.31
2137121,VIC,Dunkley,327.1,176,53.83,2.33,151,46.17,-2.33
2137122,VIC,Dunkley,315.6,169,53.55,2.73,146.6,46.45,-2.73
2137123,VIC,Dunkley,229.7,126.4,55.01,0.95,103.4,44.99,-0.95
2137124,VIC,Dunkley,307,170.6,55.58,0.72,136.3,44.42,-0.72
2137125,VIC,Dunkley,286.6,161,56.19,1.26,125.6,43.81,-1.26
2137126,VIC,Dunkley,224.3,125.8,56.06,1.18,98.56,43.94,-1.18
2137127,VIC,Dunkley,221.6,121,54.61,0.82,100.6,45.39,-0.82
2137128,VIC,Dunkley,196.4,108.9,55.45,1.11,87.49,44.55,-1.11
2137129,VIC,Dunkley,309.5,174.6,56.42,1.25,134.9,43.58,-1.25
2137130,VIC,Dunkley,228.6,125.6,54.94,1.25,103,45.06,-1.25
2137131,VIC,Dunkley,314.5,175.1,55.66,1.1,139.5,44.34,-1.1
2137132,VIC,Dunkley,294,161.1,54.78,1.91,133,45.22,-1.91
2137133,VIC,Dunkley,187.5,102,54.39,0.69,85.51,45.61,-0.69
2137134,VIC,Dunkley,286.1,159.1,55.59,1.01,127.1,44.41,-1.01
2137135,VIC,Dunkley,316.8,172.9,54.57,0.82,143.9,45.43,-0.82
2137136,VIC,Dunkley,308.1,171.2,55.57,1.29,136.9,44.43,-1.29
2137137,VIC,Dunkley,149.8,78.04,52.11,1.89,71.72,47.89,-1.89
2137138,VIC,Dunkley,325.2,173.1,53.21,2.06,152.2,46.79,-2.06
2137139,VIC,Dunkley,195.5,106.6,54.54,2.18,88.9,45.46,-2.18
2137140,VIC,Dunkley,167,89.83,53.78,2.23,77.21,46.22,-2.23
2137141,VIC,Dunkley,200.9,107.7,53.6,2.37,93.22,46.4,-2.37
2137142,VIC,Dunkley,299.9,162,54.02,1.49,137.9,45.98,-1.49
2137143,VIC,Dunkley,253.5,136.3,53.77,1.55,117.2,46.23,-1.55
2137144,VIC,Dunkley,254.3,140.2,55.12,1.22,114.1,44.88,-1.22
2137145,VIC,Dunkley,221.7,124.3,56.07,1.18,97.38,43.93,-1.18
2137146,VIC,Dunkley,315.8,174.6,55.29,1.08,141.2,44.71,-1.08
2137147,VIC,Dunkley,237.9,128.6,54.05,1.64,109.3,45.95,-1.64
2137148,VIC,Dunkley,231,122,52.81,1.53,109,47.19,-1.53
2137149,VIC,Dunkley,209.1,112.5,53.81,1.87,96.57,46.19,-1.87
2137150,VIC,Dunkley,189.6,98.99,52.22,1.67,90.58,47.78,-1.67
2137151,VIC,Dunkley,358,193.2,53.96,1.05,164.8,46.04,-1.05
2137152,VIC,Dunkley,307.3,160.5,52.24,0.85,146.8,47.76,-0.85
2137153,VIC,Dunkley,270.3,148,54.78,0.88,122.2,45.22,-0.88
2137154,VIC,Dunkley,232.6,125.1,53.77,1.42,107.5,46.23,-1.42
2137155,VIC,Dunkley,174.9,97.24,55.61,2.11,77.64,44.39,-2.11
2137201,VIC,Dunkley,244.4,140.3,57.4,1.43,104.1,42.6,-1.43
2137202,VIC,Dunkley,379.7,214,56.36,0.67,165.7,43.64,-0.67
2137203,VIC,Dunkley,201.5,113.3,56.24,0.79,88.19,43.76,-0.79
2137204,VIC,Dunkley,301.3,171.4,56.89,1.16,129.9,43.11,-1.16
2137205,VIC,Dunkley,257.9,147.8,57.3,0.81,110.1,42.7,-0.81
2137206,VIC,Dunkley,343,192.1,55.99,0.75,151,44.01,-0.75
2137207,VIC,Dunkley,189.6,107.7,56.77,0.81,81.97,43.23,-0.81
2137208,VIC,Dunkley,210.7,120.2,57.07,0.94,90.44,42.93,-0.94
2137209,VIC,Dunkley,32.96,17.67,53.62,-0.67,15.29,46.38,0.67
2137211,VIC,Dunkley,193.3,110.2,56.97,-0.73,83.18,43.03,0.73
2137212,VIC,Dunkley,281.6,155.9,55.37,0.59,125.7,44.63,-0.59
2137213,VIC,Dunkley,292.5,163.6,55.92,0.43,128.9,44.08,-0.43
2137214,VIC,Dunkley,366.4,198.6,54.2,0.27,167.8,45.8,-0.27
2137215,VIC,Dunkley,328.6,178.6,54.36,0.5,150,45.64,-0.5
2137216,VIC,Dunkley,252.5,141.5,56.03,0.34,111,43.97,-0.34
2137217,VIC,Dunkley,245.5,139.3,56.75,0.6,106.2,43.25,-0.6
2137218,VIC,Dunkley,339.9,190.8,56.15,1.05,149,43.85,-1.05
2137219,VIC,Dunkley,126.2,68.68,54.41,0.69,57.55,45.59,-0.69
2137220,VIC,Dunkley,282.1,154.4,54.72,0.84,127.7,45.28,-0.84
2137221,VIC,Dunkley,250.6,139,55.48,0.88,111.6,44.52,-0.88
2137222,VIC,Dunkley,300,164.1,54.68,0.5,136,45.32,-0.5
2137223,VIC,Dunkley,321.1,178.2,55.5,1.26,142.9,44.5,-1.26
2137224,VIC,Dunkley,301,169.2,56.2,1.01,131.8,43.8,-1.01
2137225,VIC,Dunkley,385.8,216.5,56.11,1.03,169.3,43.89,-1.03
2137226,VIC,Dunkley,268.4,150.8,56.19,0.85,117.6,43.81,-0.85
2137227,VIC,Dunkley,292.6,163.2,55.77,0.75,129.4,44.23,-0.75
2137228,VIC,Dunkley,138,78.47,56.85,0.43,59.56,43.15,-0.43
2137229,VIC,Dunkley,116.1,66.94,57.65,0.61,49.19,42.35,-0.61
2137230,VIC,Dunkley,148.6,87.27,58.72,-0.72,61.35,41.28,0.72
2137231,VIC,Dunkley,203.7,121,59.39,-0.47,82.72,40.61,0.47
2137232,VIC,Dunkley,217.1,128,58.95,-0.66,89.13,41.05,0.66
2137233,VIC,Dunkley,338.3,195.4,57.77,-0.44,142.9,42.23,0.44
2137234,VIC,Dunkley,306.6,177.5,57.88,-0.94,129.1,42.12,0.94
2137235,VIC,Dunkley,157.6,94.01,59.66,-0.27,63.57,40.34,0.27
2137236,VIC,Dunkley,267.3,147.4,55.16,0.26,119.8,44.84,-0.26
2137237,VIC,Dunkley,211.4,119.7,56.59,0.53,91.78,43.41,-0.53
2137238,VIC,Dunkley,134.8,74.74,55.44,0.42,60.08,44.56,-0.42
2137239,VIC,Dunkley,185,104.3,56.39,0.42,80.66,43.61,-0.42
2137240,VIC,Dunkley,253.9,141,55.54,0.25,112.9,44.46,-0.25
2137241,VIC,Dunkley,270.1,156.4,57.89,-0.81,113.7,42.11,0.81
2137242,VIC,Dunkley,245.2,143.6,58.56,-0.48,101.6,41.44,0.48
2137243,VIC,Dunkley,194.3,111.1,57.2,-0.54,83.15,42.8,0.54
2137244,VIC,Dunkley,126.2,73.37,58.12,-0.64,52.87,41.88,0.64
2137245,VIC,Dunkley,301.9,178.6,59.16,-0.57,123.3,40.84,0.57
2137246,VIC,Dunkley,181.2,107.7,59.41,0.05,73.55,40.59,-0.05
2137247,VIC,Dunkley,234.1,131.1,55.99,0.48,103,44.01,-0.48
2137248,VIC,Dunkley,148.6,88.22,59.38,-0.02,60.34,40.62,0.02
2137301,VIC,Dunkley,296.6,148.1,49.95,2.52,148.4,50.05,-2.52
2137302,VIC,Dunkley,218.6,107.6,49.23,3.53,111,50.77,-3.53
2137303,VIC,Dunkley,331.7,164,49.44,5.57,167.7,50.56,-5.57
2137304,VIC,Dunkley,263.8,129.8,49.23,5.25,133.9,50.77,-5.25
2137305,VIC,Dunkley,147.8,73.3,49.58,5.47,74.54,50.42,-5.47
2137306,VIC,Dunkley,130.8,64.1,49.02,5.62,66.66,50.98,-5.62
2137307,VIC,Dunkley,170.6,84.68,49.64,5.59,85.92,50.36,-5.59
2137308,VIC,Dunkley,374.3,190.2,50.83,2.16,184,49.17,-2.16
2137309,VIC,Dunkley,379.6,196.1,51.67,2.67,183.5,48.33,-2.67
2137310,VIC,Dunkley,217.8,115.7,53.11,3.71,102.1,46.89,-3.71
2137311,VIC,Dunkley,460.6,244.9,53.18,2.74,215.6,46.82,-2.74
2137312,VIC,Dunkley,202.9,111.3,54.89,2.31,91.52,45.11,-2.31
2137313,VIC,Dunkley,226.2,120.9,53.46,2.32,105.2,46.54,-2.32
2137314,VIC,Dunkley,172.9,87.87,50.83,2.22,85.01,49.17,-2.22
2137315,VIC,Dunkley,322.5,159,49.3,3.36,163.5,50.7,-3.36
2137316,VIC,Dunkley,303,148.1,48.9,1.12,154.8,51.1,-1.12
2137317,VIC,Dunkley,213.1,105.3,49.41,3.9,107.8,50.59,-3.9
2137318,VIC,Dunkley,248,122,49.21,3.19,126,50.79,-3.19
2137319,VIC,Dunkley,166.2,91.15,54.86,3.18,75,45.14,-3.18
2137320,VIC,Dunkley,135.3,73.47,54.29,2.42,61.86,45.71,-2.42
2137321,VIC,Dunkley,214.1,114.7,53.57,2.47,99.41,46.43,-2.47
2137322,VIC,Dunkley,277.3,141.2,50.93,4.05,136.1,49.07,-4.05
2137323,VIC,Dunkley,388.8,202.5,52.08,2.97,186.3,47.92,-2.97
2137324,VIC,Dunkley,313.1,166.7,53.25,2.67,146.4,46.75,-2.67
2137325,VIC,Dunkley,271.2,144.2,53.16,2.69,127,46.84,-2.69
2137326,VIC,Dunkley,263.4,128.8,48.9,4.19,134.6,51.1,-4.19
2137327,VIC,Dunkley,290.8,148.9,51.21,1.82,141.9,48.79,-1.82
2137328,VIC,Dunkley,251.3,125.4,49.9,1.98,125.9,50.1,-1.98
2137329,VIC,Dunkley,156.6,77.87,49.74,1.48,78.69,50.26,-1.48
2137330,VIC,Dunkley,310.2,151.6,48.86,1.22,158.6,51.14,-1.22
2137331,VIC,Dunkley,384,202.4,52.71,2.62,181.6,47.29,-2.62
2137332,VIC,Dunkley,321.3,162.2,50.5,3.37,159,49.5,-3.37
2137333,VIC,Dunkley,193.6,100.1,51.68,2.33,93.55,48.32,-2.33
2137334,VIC,Dunkley,286,141.1,49.33,2.84,144.9,50.67,-2.84
2137335,VIC,Dunkley,391.1,194.1,49.64,4.16,196.9,50.36,-4.16
2137336,VIC,Dunkley,357.5,176,49.22,3.3,181.6,50.78,-3.3
2137337,VIC,Dunkley,209.7,103,49.14,4.33,106.6,50.86,-4.33
2137338,VIC,Dunkley,292.2,142.1,48.63,5.17,150.1,51.37,-5.17
2137339,VIC,Dunkley,532,246.1,46.27,-2.74,285.9,53.73,2.74
2137340,VIC,Dunkley,405.6,201.7,49.73,1.32,203.9,50.27,-1.32
2137341,VIC,Dunkley,342.2,170.7,49.87,1.1,171.6,50.13,-1.1
2137342,VIC,Dunkley,416.8,209.4,50.25,1.18,207.3,49.75,-1.18
2137343,VIC,Dunkley,188.8,94.1,49.84,1.45,94.72,50.16,-1.45
2137345,VIC,Dunkley,126.7,63.79,50.33,2.49,62.95,49.67,-2.49
2137346,VIC,Dunkley,239.1,120.8,50.52,1.31,118.3,49.48,-1.31
2137401,VIC,Dunkley,270.6,135.7,50.14,-0.95,134.9,49.86,0.95
2137402,VIC,Dunkley,434,221,50.92,-0.15,213,49.08,0.15
2137403,VIC,Dunkley,236.3,119.4,50.52,-0.52,116.9,49.48,0.52
2137404,VIC,Dunkley,367.9,186,50.54,-0.78,182,49.46,0.78
2137405,VIC,Dunkley,309.6,157.7,50.94,-0.28,151.9,49.06,0.28
2137406,VIC,Dunkley,348.8,176.5,50.59,-0.44,172.3,49.41,0.44
2137408,VIC,Dunkley,327.2,164.4,50.25,-0.61,162.8,49.75,0.61
2137409,VIC,Dunkley,213.1,107.1,50.25,0.42,106,49.75,-0.42
2137410,VIC,Dunkley,253.9,126.6,49.84,-0.35,127.4,50.16,0.35
2137411,VIC,Dunkley,298.5,150.3,50.36,0.11,148.2,49.64,-0.11
2137412,VIC,Dunkley,232.3,116.1,50.01,-0.49,116.1,49.99,0.49
2137413,VIC,Dunkley,358.3,178.9,49.93,-0.86,179.4,50.07,0.86
2137415,VIC,Dunkley,226.7,115.2,50.79,-0.11,111.6,49.21,0.11
2137416,VIC,Dunkley,238.8,120,50.25,-0.35,118.8,49.75,0.35
2137417,VIC,Dunkley,352.2,176.7,50.16,-0.28,175.5,49.84,0.28
2137418,VIC,Dunkley,203.1,101.5,49.98,-0.64,101.6,50.02,0.64
2137419,VIC,Dunkley,232.1,117.9,50.82,-0.01,114.1,49.18,0.01
2137420,VIC,Dunkley,233.8,116,49.62,-0.88,117.8,50.38,0.88
2137421,VIC,Dunkley,254.4,125.9,49.48,-0.9,128.6,50.52,0.9
2137422,VIC,Dunkley,239.8,119.2,49.72,-1.13,120.6,50.28,1.13
2137423,VIC,Dunkley,197,97.24,49.37,-1.07,99.72,50.63,1.07
2137424,VIC,Dunkley,327.4,162.6,49.66,-0.78,164.8,50.34,0.78
2137425,VIC,Dunkley,232.8,118.9,51.07,0.1,113.9,48.93,-0.1
2137426,VIC,Dunkley,315.3,151.2,47.96,-1.68,164.1,52.04,1.68
2137427,VIC,Dunkley,550.6,262.8,47.73,-1.94,287.8,52.27,1.94
2137428,VIC,Dunkley,320.2,164.5,51.38,-0.28,155.7,48.62,0.28
2137429,VIC,Dunkley,394.1,198.5,50.37,-0.76,195.6,49.63,0.76
2137430,VIC,Dunkley,269.2,136.6,50.74,-0.87,132.6,49.26,0.87
2137431,VIC,Dunkley,225.1,113.8,50.57,0.06,111.3,49.43,-0.06
2137432,VIC,Dunkley,258.5,130.6,50.52,-0.32,127.9,49.48,0.32
2137433,VIC,Dunkley,259,131.4,50.71,-0.19,127.7,49.29,0.19
2137434,VIC,Dunkley,259,131.5,50.76,-0.65,127.5,49.24,0.65
2137435,VIC,Dunkley,0.95,0.5,52.55,0.63,0.45,47.45,-0.63
2137436,VIC,Dunkley,350.5,177.9,50.76,-0.65,172.6,49.24,0.65
2137437,VIC,Dunkley,283.3,140.6,49.63,-0.93,142.7,50.37,0.93
2137438,VIC,Dunkley,362.1,181.6,50.15,-0.68,180.5,49.85,0.68
2137439,VIC,Dunkley,186.4,94.08,50.47,-0.6,92.34,49.53,0.6
2137440,VIC,Dunkley,216.5,108.4,50.09,-0.16,108.1,49.91,0.16
2137441,VIC,Dunkley,343.1,171.3,49.92,-0.61,171.8,50.08,0.61
2137442,VIC,Dunkley,377.2,191,50.62,-0.79,186.3,49.38,0.79
2137443,VIC,Dunkley,365.9,182.5,49.89,-0.64,183.3,50.11,0.64
2137444,VIC,Dunkley,809.8,403.7,49.86,-0.31,406,50.14,0.31
2137445,VIC,Dunkley,337.2,168.1,49.84,0.57,169.1,50.16,-0.57
2137446,VIC,Dunkley,241.7,120.4,49.84,-0.22,121.2,50.16,0.22
2137447,VIC,Dunkley,293.2,149.1,50.87,0.24,144,49.13,-0.24
2137448,VIC,Dunkley,341.5,173.5,50.8,-0.36,168,49.2,0.36
2137449,VIC,Dunkley,254.2,125.4,49.34,-1.03,128.8,50.66,1.03
2137450,VIC,Dunkley,226.7,112.7,49.72,-0.66,114,50.28,0.66
2137451,VIC,Dunkley,252.5,125.1,49.53,-0.89,127.5,50.47,0.89
2137452,VIC,Dunkley,297.6,151,50.74,-0.49,146.6,49.26,0.49
2137453,VIC,Dunkley,317.7,159.4,50.18,-0.49,158.3,49.82,0.49
2137454,VIC,Dunkley,259.4,130.9,50.45,-0.78,128.5,49.55,0.78
2137455,VIC,Dunkley,562.3,283.8,50.47,-0.51,278.5,49.53,0.51
2137501,VIC,Dunkley,156.5,79.43,50.75,-0.23,77.07,49.25,0.23
2137502,VIC,Dunkley,132.5,73.08,55.14,-0.73,59.45,44.86,0.73
2137503,VIC,Dunkley,144.1,83.64,58.05,1.63,60.45,41.95,-1.63
2137504,VIC,Dunkley,269.7,151.6,56.21,-1.28,118.1,43.79,1.28
2137505,VIC,Dunkley,263.3,147.6,56.06,0.75,115.7,43.94,-0.75
2137506,VIC,Dunkley,226,132.6,58.66,2.03,93.43,41.34,-2.03
2137507,VIC,Dunkley,336.8,193.9,57.59,2.39,142.8,42.41,-2.39
2137508,VIC,Dunkley,281.2,162.2,57.69,2,119,42.31,-2
2137510,VIC,Dunkley,438.9,259,59.01,4.49,179.9,40.99,-4.49
2137511,VIC,Dunkley,347.7,203.6,58.54,4.09,144.2,41.46,-4.09
2137512,VIC,Dunkley,256.2,149.9,58.49,4.21,106.4,41.51,-4.21
2137513,VIC,Dunkley,284.5,168.8,59.33,4.7,115.7,40.67,-4.7
2137514,VIC,Dunkley,212.5,123.1,57.9,4.05,89.46,42.1,-4.05
2137515,VIC,Dunkley,318.6,181.4,56.94,-0.66,137.2,43.06,0.66
2137516,VIC,Dunkley,221.3,124.8,56.38,0.82,96.52,43.62,-0.82
2137517,VIC,Dunkley,373.3,208.8,55.94,0.05,164.5,44.06,-0.05
2137518,VIC,Dunkley,210,116.6,55.53,0.19,93.39,44.47,-0.19
2137519,VIC,Dunkley,358.7,209.2,58.33,3.03,149.5,41.67,-3.03
2137520,VIC,Dunkley,299.3,174.1,58.16,2.65,125.2,41.84,-2.65
2137521,VIC,Dunkley,265.1,157.3,59.36,2.87,107.7,40.64,-2.87
2137522,VIC,Dunkley,305.6,174.3,57.02,1.86,131.4,42.98,-1.86
2137523,VIC,Dunkley,347.1,195.9,56.45,1.86,151.1,43.55,-1.86
2137524,VIC,Dunkley,246.3,139.5,56.65,0.02,106.8,43.35,-0.02
2137525,VIC,Dunkley,2.81,1.55,54.99,0.41,1.27,45.01,-0.41
2137526,VIC,Dunkley,360,200.7,55.74,-1.47,159.4,44.26,1.47
2137527,VIC,Dunkley,350.5,193,55.06,-1.84,157.5,44.94,1.84
2137528,VIC,Dunkley,343.4,193.6,56.37,-1.17,149.8,43.63,1.17
2137529,VIC,Dunkley,210.3,117,55.62,-1.75,93.3,44.38,1.75
2137530,VIC,Dunkley,196.5,109.1,55.55,-1.69,87.34,44.45,1.69
2137531,VIC,Dunkley,243.7,135.8,55.72,-1.47,107.9,44.28,1.47
2137532,VIC,Dunkley,161,88.77,55.14,0.94,72.23,44.86,-0.94
2137533,VIC,Dunkley,268.8,151.8,56.47,0.1,117,43.53,-0.1
2137534,VIC,Dunkley,165.1,93.49,56.61,-0.31,71.66,43.39,0.31
2137535,VIC,Dunkley,248.8,141.7,56.98,0.14,107,43.02,-0.14
2137536,VIC,Dunkley,232.8,131,56.29,0.12,101.8,43.71,-0.12
2137537,VIC,Dunkley,292.1,163.8,56.07,0.32,128.3,43.93,-0.32
2137538,VIC,Dunkley,248.8,140.2,56.35,-0.09,108.6,43.65,0.09
2137539,VIC,Dunkley,302.2,167.9,55.57,-0.77,134.3,44.43,0.77
2137540,VIC,Dunkley,321.1,172.5,53.73,-2.02,148.6,46.27,2.02
2137541,VIC,Dunkley,330.5,183.3,55.45,-1.61,147.2,44.55,1.61
2137601,VIC,Dunkley,159.7,88.9,55.67,-1.86,70.79,44.33,1.86
2137603,VIC,Dunkley,736,402.5,54.68,-2.66,333.6,45.32,2.66
2137604,VIC,Dunkley,211.8,117.9,55.64,-2.66,93.96,44.36,2.66
2137605,VIC,Dunkley,405.9,224.1,55.21,-2.18,181.8,44.79,2.18
2137606,VIC,Dunkley,413,227.5,55.07,-2.58,185.6,44.93,2.58
2137607,VIC,Dunkley,188.8,104.2,55.19,-2.74,84.62,44.81,2.74
2137608,VIC,Dunkley,199.3,109.9,55.13,-3.05,89.43,44.87,3.05
2137609,VIC,Dunkley,155.7,88.37,56.77,-2.57,67.3,43.23,2.57
2137610,VIC,Dunkley,206.7,116.7,56.46,-2.63,89.99,43.54,2.63
2137611,VIC,Dunkley,245.7,136.6,55.61,-2.81,109.1,44.39,2.81
2137612,VIC,Dunkley,264.5,144.1,54.5,-2.58,120.3,45.5,2.58
2137613,VIC,Dunkley,304.4,167,54.87,-1.08,137.4,45.13,1.08
2137614,VIC,Dunkley,296.9,163.8,55.17,-0.23,133.1,44.83,0.23
2137615,VIC,Dunkley,300.8,165.3,54.94,-1.25,135.5,45.06,1.25
2137616,VIC,Dunkley,405.2,220.7,54.47,-1.74,184.5,45.53,1.74
